teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
24,24.326425,0.015,
24,24.242971,0.015,
24,24.03736,0.015,
24,24.162304,0.015,
24,24.373209,0.015,
24,24.378964,0.015,
24,24.006402,0.015,
24,23.975293,0.015,
24,24.02097,0.015,
24,24.213605,0.015,
,,,
24,24.1737503,0.015,mean
0,0.148678111,3.46945E-18,Std
24,23.975293,0.015,Min
24,24.378964,0.015,Max
