teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
120,4.692084,0.142857,
120,4.799981,0.142857,
120,4.848478,0.142857,
120,4.763597,0.142857,
120,4.799033,0.142857,
120,4.728908,0.142857,
120,4.705933,0.142857,
120,4.654508,0.142857,
120,4.664674,0.142857,
120,4.686384,0.142857,
,,,
120,4.734358,0.142857,mean
0,0.062069065,0,Std
120,4.654508,0.142857,Min
120,4.848478,0.142857,Max
