teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
102,206.631328,0.041126,
102,206.992245,0.045455,
102,211.882047,0.041126,
102,212.703698,0.045455,
102,207.484824,0.045455,
102,204.320768,0.041126,
102,206.284073,0.045455,
101,211.356913,0.045455,
101,209.997506,0.045455,
102,206.484328,0.04329,
,,,
101.8,208.413773,0.0439398,mean
0.4,2.695821445,0.001948067,Std
101,204.320768,0.041126,Min
102,212.703698,0.045455,Max
