teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
16,0.811599,0.023256,
16,0.772233,0.023256,
16,0.766557,0.023256,
16,0.86552,0.023256,
16,0.883742,0.023256,
16,0.915763,0.023256,
16,0.972639,0.023256,
16,0.919483,0.023256,
16,0.891275,0.023256,
16,0.932364,0.023256,
,,,
16,0.8731175,0.023256,mean
0,0.065727255,0,Std
16,0.766557,0.023256,Min
16,0.972639,0.023256,Max
