teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
9,0.848812,0,
9,0.898037,0,
9,0.893874,0,
9,0.898232,0,
9,0.852211,0,
9,0.970355,0,
9,0.888105,0,
9,0.891443,0,
9,0.914723,0,
9,0.92937,0,
,,,
9,0.8985162,0,mean
0,0.033422138,0,Std
9,0.848812,0,Min
9,0.970355,0,Max
