teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
5,0.786563,0,
5,0.782291,0,
5,0.848944,0,
5,0.788637,0,
5,0.826432,0,
5,0.787356,0,
5,0.797174,0,
5,0.839469,0,
5,0.794952,0,
5,0.836438,0,
,,,
5,0.8088256,0,mean
0,0.024530394,0,Std
5,0.782291,0,Min
5,0.848944,0,Max
