teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
40.000000, 19.251204, 0.000000
40.000000, 19.398422, 0.000000
40.000000, 17.912538, 0.000000
40.000000, 17.859629, 0.000000
40.000000, 17.997129, 0.000000
40.000000, 17.593601, 0.000000
40.000000, 17.518171, 0.000000
40.000000, 17.615797, 0.000000
40.000000, 17.890278, 0.000000
40.000000, 17.856974, 0.000000
