teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
27,453.069304,0,
27,453.953753,0,
27,457.075517,0,
27,454.484517,0,
27,447.98631,0,
27,438.786199,0,
27,451.456645,0,
27,428.889415,0,
27,429.680096,0,
27,428.846524,0,
,,,
27,444.422828,0,mean
0,11.05499474,0,Std
27,428.846524,0,Min
27,457.075517,0,Max
