teta = 0.250000Training time, Testing error,
0.034825,0,
0.033145,0,
0.039014,0,
0.035306,0,
0.030068,0,
0.030478,0,
0.035913,0,
0.038842,0,
0.039482,0,
0.038786,0,
,,
0.0355859,0,Mean
0.003332183,0,std
0.030068,0,Min
0.039482,0,Max
