teta = 0.250000Training time, Testing error,
0.289472,0.051071,
0.284985,0.051071,
0.282786,0.062603,
0.262381,0.060956,
0.265561,0.080725,
0.266784,0.060956,
0.292904,0.072488,
0.270868,0.041186,
0.257895,0.057661,
0.263914,0.075783,
,,
0.273755,0.06145,Mean
0.011929812,0.006403124,Std
0.257895,0.041186,Min
0.292904,0.080725,Max
