teta = 0.250000Training time, Testing error,
0.040947,0.01,
0.049504,0,
0.056193,0,
0.049414,0.02,
0.054256,0,
0.052639,0,
0.049053,0,
0.05648,0,
0.038271,0,
0.044695,0,
,,
0.0491452,0.003,Mean
0.005892963,0.006403124,Std
0.038271,0,Min
0.05648,0.02,Max
