teta = 0.250000Training time, Testing error,
1.149013,0.060606,
1.229613,0.063973,
1.143485,0.050505,
1.205317,0.063973,
1.237576,0.043771,
1.158112,0.053872,
1.178993,0.043771,
1.18213,0.053872,
1.150843,0.050505,
1.131595,0.023569,
,,
1.1766677,0.0508417,Mean
0.035039554,0.011413087,Std
1.131595,0.023569,Min
1.237576,0.063973,Max
